epoch,accuracy,distill_loss,learning_rate,loss,student_loss,val_accuracy,val_loss
0,0.9880228638648987,0.009430769830942154,9.999999747378752e-05,0.03150283917784691,0.08300433307886124,0.9899075627326965,0.0
1,0.9904547929763794,0.00898117944598198,9.999999747378752e-05,0.030834877863526344,0.0818268358707428,0.9886916279792786,0.0
2,0.9920963048934937,0.009654739871621132,9.999999747378752e-05,0.041508544236421585,0.11583408713340759,0.9894211888313293,0.0
3,0.9931906461715698,0.01020995993167162,9.999999747378752e-05,0.025832178071141243,0.06228402256965637,0.988448441028595,0.0
4,0.9942546486854553,0.012245744466781616,4.999999873689376e-05,0.021669793874025345,0.04365924373269081,0.9899075627326965,0.0
5,0.9948322176933289,0.00975649245083332,4.999999873689376e-05,0.024989554658532143,0.06053336337208748,0.9900291562080383,0.0
6,0.9952273964881897,0.010682355612516403,4.999999873689376e-05,0.0212410856038332,0.04587811976671219,0.9899075627326965,0.0
7,0.9954401850700378,0.010446010157465935,4.999999873689376e-05,0.02317195013165474,0.05286581069231033,0.9896643757820129,0.0
8,0.9955009818077087,0.01031893864274025,4.999999873689376e-05,0.015453966334462166,0.027435697615146637,0.9902724027633667,0.0
9,0.9957441687583923,0.010325828567147255,4.999999873689376e-05,0.024726349860429764,0.0583275631070137,0.9899075627326965,0.0
10,0.9960785508155823,0.011438049376010895,4.999999873689376e-05,0.01677260734140873,0.029219910502433777,0.9895427823066711,0.0
11,0.9965953230857849,0.010824105702340603,4.999999873689376e-05,0.018357370048761368,0.03593498468399048,0.9897859692573547,0.0
12,0.9970512986183167,0.011649297550320625,2.499999936844688e-05,0.027224654331803322,0.063567154109478,0.9899075627326965,0.0
13,0.9970816969871521,0.010615832172334194,2.499999936844688e-05,0.016363807022571564,0.029775748029351234,0.9897859692573547,0.0
14,0.9971728920936584,0.010764319449663162,2.499999936844688e-05,0.015742536634206772,0.02735837548971176,0.9896643757820129,0.0
15,0.9974464774131775,0.011661393567919731,1.249999968422344e-05,0.01612168550491333,0.02652902901172638,0.9900291562080383,0.0
16,0.9975072741508484,0.008629816584289074,1.249999968422344e-05,0.018156178295612335,0.04038435220718384,0.9897859692573547,0.0
17,0.9975680708885193,0.011029224842786789,1.249999968422344e-05,0.015404494479298592,0.025613456964492798,0.9897859692573547,0.0
18,0.997750461101532,0.009033511392772198,6.24999984211172e-06,0.018585344776511192,0.040872953832149506,0.9900291562080383,0.0
