epoch,accuracy,distill_loss,learning_rate,loss,student_loss,val_accuracy,val_loss
0,0.9679292440414429,0.02772361971437931,9.999999747378752e-05,0.05582364648580551,0.12139037996530533,0.9715467095375061,0.0
1,0.9707867503166199,0.023977750912308693,9.999999747378752e-05,0.06499450653791428,0.160700261592865,0.9708171486854553,0.0
2,0.9746778011322021,0.02628271095454693,9.999999747378752e-05,0.0484418049454689,0.1001463532447815,0.9698443412780762,0.0
3,0.9754073619842529,0.029743114486336708,9.999999747378752e-05,0.04789286106824875,0.09024227410554886,0.9737353920936584,0.0
4,0.9778392314910889,0.026903564110398293,9.999999747378752e-05,0.04150822386145592,0.0755857601761818,0.9727626442909241,0.0
5,0.9792680144309998,0.024894651025533676,9.999999747378752e-05,0.06931076943874359,0.17294837534427643,0.9719114899635315,0.0
6,0.9797543883323669,0.023981833830475807,9.999999747378752e-05,0.07586358487606049,0.1969209909439087,0.9736137986183167,0.0
7,0.9818214774131775,0.026299651712179184,4.999999873689376e-05,0.053353339433670044,0.11647860705852509,0.9742217659950256,0.0
8,0.9827638864517212,0.025479115545749664,4.999999873689376e-05,0.03376949951052666,0.053113725036382675,0.9733706116676331,0.0
9,0.9832806587219238,0.02354743331670761,4.999999873689376e-05,0.04420306906104088,0.09239955246448517,0.9732490181922913,0.0
10,0.9833718538284302,0.023481396958231926,4.999999873689376e-05,0.028374608606100082,0.03979210555553436,0.9748297929763794,0.0
11,0.9839798212051392,0.024887435138225555,4.999999873689376e-05,0.034049686044454575,0.055428266525268555,0.9747081995010376,0.0
12,0.9840710163116455,0.020769856870174408,4.999999873689376e-05,0.03227759525179863,0.059128984808921814,0.9736137986183167,0.0
13,0.9844661951065063,0.025613147765398026,4.999999873689376e-05,0.03721349686384201,0.06428097933530807,0.9749513864517212,0.0
14,0.9853173494338989,0.02251439541578293,4.999999873689376e-05,0.02869170531630516,0.04310542345046997,0.9742217659950256,0.0
15,0.9848613739013672,0.02539779618382454,4.999999873689376e-05,0.049341946840286255,0.10521163046360016,0.9743433594703674,0.0
16,0.9855301380157471,0.02188021130859852,4.999999873689376e-05,0.03165047615766525,0.05444776639342308,0.9747081995010376,0.0
17,0.9870501160621643,0.02455662004649639,2.499999936844688e-05,0.029237419366836548,0.04015928506851196,0.9736137986183167,0.0
18,0.9868373274803162,0.021804427728056908,2.499999936844688e-05,0.03803950548171997,0.07592134922742844,0.9749513864517212,0.0
19,0.9870805144309998,0.023244475945830345,2.499999936844688e-05,0.035470761358737946,0.0639987587928772,0.9742217659950256,0.0
20,0.9877188801765442,0.0238706786185503,1.249999968422344e-05,0.03330158814787865,0.055307041853666306,0.9741001725196838,0.0
21,0.9879316687583923,0.020315922796726227,1.249999968422344e-05,0.02416042797267437,0.033130940049886703,0.9744649529457092,0.0
22,0.987840473651886,0.02634955197572708,1.249999968422344e-05,0.026920534670352936,0.028252827003598213,0.9738569855690002,0.0
23,0.9881444573402405,0.026195131242275238,6.24999984211172e-06,0.027868328616023064,0.03177245333790779,0.9748297929763794,0.0
