epoch,accuracy,distill_loss,learning_rate,loss,student_loss,val_distill_loss,val_loss,val_student_loss
0,0.029691044241189957,0.018312806263566017,0.0010000000474974513,0.031469233334064484,4.599781036376953,0.018605951219797134,0.031083127483725548,4.618758201599121
