epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.10006733238697052,0.0010000000474974513,3.938048839569092,0.27603232860565186,2.7856040000915527
1,0.3640954792499542,0.0010000000474974513,2.203981876373291,0.41277676820755005,1.9185166358947754
2,0.5045638084411621,0.0010000000474974513,1.535906195640564,0.5923100113868713,1.2244489192962646
3,0.5759015679359436,0.0010000000474974513,1.2633514404296875,0.6300119757652283,1.110596776008606
4,0.6140206456184387,0.0010000000474974513,1.12676203250885,0.6388390064239502,1.0520684719085693
5,0.6407302021980286,0.0010000000474974513,1.0367546081542969,0.6912028789520264,0.9004599452018738
6,0.6572647094726562,0.0010000000474974513,0.9867967367172241,0.6807301044464111,0.8999723792076111
7,0.6677016019821167,0.0010000000474974513,0.9504945278167725,0.6515559554100037,0.9887526631355286
8,0.6809815764427185,0.0010000000474974513,0.9081601500511169,0.6979353427886963,0.8414053916931152
9,0.6931018829345703,0.0010000000474974513,0.8768792748451233,0.7027229070663452,0.839828610420227
10,0.700546145439148,0.0010000000474974513,0.8563263416290283,0.7254638075828552,0.766771137714386
11,0.7086637616157532,0.0010000000474974513,0.8375081419944763,0.7054159045219421,0.8539491891860962
12,0.7127038836479187,0.0010000000474974513,0.8217048645019531,0.6941950917243958,0.9263790249824524
13,0.7214574217796326,0.0010000000474974513,0.8017807006835938,0.7381807565689087,0.7416991591453552
14,0.7226918935775757,0.0010000000474974513,0.7903828024864197,0.7160382866859436,0.8035021424293518
15,0.7271060943603516,0.0010000000474974513,0.7710348963737488,0.7169359922409058,0.8259986639022827
16,0.7360092997550964,0.0010000000474974513,0.7605862617492676,0.7440155744552612,0.7182778716087341
17,0.738702654838562,0.0010000000474974513,0.7480980157852173,0.7456612586975098,0.7393430471420288
18,0.7378422617912292,0.0010000000474974513,0.7443379759788513,0.7425194382667542,0.744002103805542
19,0.7434161305427551,0.0010000000474974513,0.7305707335472107,0.7434171438217163,0.7270520925521851
20,0.7793281674385071,0.0005000000237487257,0.6353435516357422,0.7751346230506897,0.6306197047233582
21,0.7852386832237244,0.0005000000237487257,0.6117120981216431,0.7791741490364075,0.5964512825012207
22,0.7872587442398071,0.0005000000237487257,0.607868492603302,0.791292667388916,0.5839526057243347
23,0.7907002568244934,0.0005000000237487257,0.5939756035804749,0.7894973158836365,0.5898225903511047
24,0.7933188676834106,0.0005000000237487257,0.5897859334945679,0.7960801720619202,0.577094554901123
25,0.7942540645599365,0.0005000000237487257,0.5747267603874207,0.7877019643783569,0.5916308760643005
26,0.7989675402641296,0.0005000000237487257,0.5709992051124573,0.7906941771507263,0.6013906002044678
27,0.8001645803451538,0.0005000000237487257,0.5715693235397339,0.7978755235671997,0.5691567659378052
28,0.7979574799537659,0.0005000000237487257,0.5693292021751404,0.7854577898979187,0.6063956022262573
29,0.802783191204071,0.0005000000237487257,0.5650569796562195,0.7853081822395325,0.6102086901664734
30,0.8054391741752625,0.0005000000237487257,0.5559053421020508,0.7941352725028992,0.5862742066383362
31,0.8210010528564453,0.0002500000118743628,0.5078925490379333,0.8049072623252869,0.5532204508781433
32,0.825078547000885,0.0002500000118743628,0.4943932294845581,0.8087971210479736,0.5402559041976929
33,0.8280338048934937,0.0002500000118743628,0.4938911497592926,0.805655300617218,0.5493882298469543
34,0.8290438652038574,0.0002500000118743628,0.49097394943237305,0.8129862546920776,0.5313180088996887
35,0.8315128087997437,0.0002500000118743628,0.47651606798171997,0.803560733795166,0.5433843731880188
36,0.8306524157524109,0.0002500000118743628,0.4814717173576355,0.8099940419197083,0.5318997502326965
37,0.8312509059906006,0.0002500000118743628,0.482086181640625,0.8105924725532532,0.5402248501777649
38,0.84404456615448,0.0001250000059371814,0.4460590183734894,0.8116397261619568,0.5295760631561279
39,0.843034565448761,0.0001250000059371814,0.4462304413318634,0.8192698955535889,0.5156034231185913
40,0.8482717275619507,0.0001250000059371814,0.4345441162586212,0.8155296444892883,0.5189390182495117
41,0.8402289152145386,0.0001250000059371814,0.4438479542732239,0.8194195032119751,0.5201252102851868
42,0.8461768627166748,0.0001250000059371814,0.43677636981010437,0.8176241517066956,0.5227522253990173
43,0.8476731777191162,6.25000029685907e-05,0.42964038252830505,0.8215140700340271,0.5075384378433228
44,0.852012574672699,6.25000029685907e-05,0.41979071497917175,0.8218132853507996,0.5097754597663879
45,0.8524240851402283,6.25000029685907e-05,0.4220341742038727,0.8225613236427307,0.5079283118247986
46,0.8537333607673645,6.25000029685907e-05,0.4145192503929138,0.8227109313011169,0.5077442526817322
47,0.8556411862373352,3.125000148429535e-05,0.41214895248413086,0.8251047134399414,0.5055400133132935
48,0.854331910610199,3.125000148429535e-05,0.4156183898448944,0.8239078521728516,0.5038807392120361
49,0.8567260503768921,3.125000148429535e-05,0.4103856086730957,0.8257031440734863,0.5030271410942078
50,0.855304479598999,3.125000148429535e-05,0.4099295735359192,0.8266008496284485,0.5045549273490906
51,0.8585964441299438,3.125000148429535e-05,0.4084295332431793,0.8246558904647827,0.504187822341919
52,0.8549678325653076,3.125000148429535e-05,0.40839025378227234,0.8264512419700623,0.5045400261878967
53,0.8567634224891663,1.5625000742147677e-05,0.40685462951660156,0.8252543210983276,0.5020795464515686
