epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.18822957575321198,0.0010000000474974513,0.9666481614112854,0.2936527132987976,0.8650150299072266
1,0.3615941107273102,0.0010000000474974513,0.8063482046127319,0.4315418303012848,0.7305320501327515
2,0.48781007528305054,0.0010000000474974513,0.6799912452697754,0.5420719981193542,0.6238529682159424
3,0.5601896643638611,0.0010000000474974513,0.6005997061729431,0.6287694573402405,0.5375962853431702
4,0.6089190244674683,0.0010000000474974513,0.5462631583213806,0.6541828513145447,0.4962700307369232
5,0.6439688801765442,0.0010000000474974513,0.500066339969635,0.6884727478027344,0.45594465732574463
6,0.6837913393974304,0.0010000000474974513,0.4579607844352722,0.7203307151794434,0.4187867045402527
7,0.7138862013816833,0.0010000000474974513,0.4249327480792999,0.7486624717712402,0.3894187808036804
8,0.7430082559585571,0.0010000000474974513,0.3940280079841614,0.7659289836883545,0.3747134208679199
9,0.762159526348114,0.0010000000474974513,0.3691208064556122,0.7786964774131775,0.35668182373046875
10,0.7812196016311646,0.0010000000474974513,0.3448750972747803,0.7825875282287598,0.33828213810920715
11,0.7987596988677979,0.0010000000474974513,0.32537150382995605,0.8247811198234558,0.29865819215774536
12,0.8149623274803162,0.0010000000474974513,0.3061724603176117,0.826361894607544,0.292879194021225
13,0.822562038898468,0.0010000000474974513,0.29453325271606445,0.8427772521972656,0.27558937668800354
14,0.8314688801765442,0.0010000000474974513,0.2842831015586853,0.8387646079063416,0.27904894948005676
15,0.8431116342544556,0.0010000000474974513,0.2719520330429077,0.8509241342544556,0.2678369879722595
16,0.8498601913452148,0.0010000000474974513,0.2626708149909973,0.8644211888313293,0.25272679328918457
17,0.8585238456726074,0.0010000000474974513,0.2531629502773285,0.8669747114181519,0.2487192004919052
18,0.8638740181922913,0.0010000000474974513,0.24601678550243378,0.8627188801765442,0.24737371504306793
19,0.8707441687583923,0.0010000000474974513,0.23784655332565308,0.8797422051429749,0.23100383579730988
20,0.8753039836883545,0.0010000000474974513,0.2337358444929123,0.8820525407791138,0.22909849882125854
21,0.8799245953559875,0.0010000000474974513,0.22671781480312347,0.8889834880828857,0.2178937792778015
22,0.8853660225868225,0.0010000000474974513,0.22232024371623993,0.8875243067741394,0.22101888060569763
23,0.8905034065246582,0.0010000000474974513,0.21574386954307556,0.8942120671272278,0.21375539898872375
24,0.8927225470542908,0.0010000000474974513,0.21157848834991455,0.8982247114181519,0.20592813193798065
25,0.8946376442909241,0.0010000000474974513,0.20836111903190613,0.8927529454231262,0.21142365038394928
26,0.9013558030128479,0.0010000000474974513,0.20328277349472046,0.8966439962387085,0.20528766512870789
27,0.9023589491844177,0.0010000000474974513,0.2003134936094284,0.8988326787948608,0.20290440320968628
28,0.9083171486854553,0.0010000000474974513,0.19519437849521637,0.9018725752830505,0.19938309490680695
29,0.90625,0.0010000000474974513,0.19412566721439362,0.9038180708885193,0.19580185413360596
30,0.9092290997505188,0.0010000000474974513,0.1916951835155487,0.9058852195739746,0.19488346576690674
31,0.9130897521972656,0.0010000000474974513,0.1880866438150406,0.908073902130127,0.1915724128484726
32,0.914670467376709,0.0010000000474974513,0.18543218076229095,0.9150048494338989,0.1830611228942871
33,0.9164640307426453,0.0010000000474974513,0.1836443841457367,0.8991974592208862,0.19871118664741516
34,0.9177103638648987,0.0010000000474974513,0.18086177110671997,0.907465934753418,0.18613214790821075
35,0.9176799654960632,0.0010000000474974513,0.1790812611579895,0.9089251160621643,0.19046470522880554
36,0.9311162233352661,0.0004000000189989805,0.16665969789028168,0.9160992503166199,0.17600594460964203
37,0.9311466217041016,0.0004000000189989805,0.16529829800128937,0.9153696298599243,0.18016627430915833
38,0.9335481524467468,0.0004000000189989805,0.16399647295475006,0.9173151850700378,0.17584560811519623
39,0.9337001442909241,0.0004000000189989805,0.16247692704200745,0.9168288111686707,0.1744166910648346
40,0.9349768757820129,0.0004000000189989805,0.1618543416261673,0.9170719981193542,0.17452579736709595
41,0.9338825345039368,0.0004000000189989805,0.16220948100090027,0.9214494228363037,0.1715650111436844
42,0.9367400407791138,0.0004000000189989805,0.1597062051296234,0.9199903011322021,0.1719999462366104
43,0.9354024529457092,0.0004000000189989805,0.16036714613437653,0.9233949184417725,0.17059968411922455
44,0.934642493724823,0.0004000000189989805,0.1597481518983841,0.9229085445404053,0.17062973976135254
45,0.9376823902130127,0.0004000000189989805,0.15801028907299042,0.9235165119171143,0.17028924822807312
46,0.9384423494338989,0.0004000000189989805,0.1571417897939682,0.9231517314910889,0.17165876924991608
47,0.9381383657455444,0.0004000000189989805,0.1569017767906189,0.9243677258491516,0.17035216093063354
48,0.9393543004989624,0.0004000000189989805,0.15619465708732605,0.9230301380157471,0.17087894678115845
49,0.9429717659950256,0.00016000001050997525,0.15102127194404602,0.926556408405304,0.16664499044418335
50,0.9426981806755066,0.00016000001050997525,0.151015967130661,0.9281371831893921,0.16502001881599426
51,0.9450997114181519,0.00016000001050997525,0.14922775328159332,0.9278939962387085,0.16679276525974274
52,0.9423334002494812,0.00016000001050997525,0.1510414332151413,0.9257052540779114,0.16678504645824432
53,0.9442789554595947,0.00016000001050997525,0.14999882876873016,0.9267995953559875,0.16641323268413544
54,0.9472275972366333,6.400000711437315e-05,0.1468452513217926,0.9267995953559875,0.167143315076828
55,0.9452517032623291,6.400000711437315e-05,0.1472209244966507,0.9266780018806458,0.165291890501976
56,0.9474708437919617,6.400000711437315e-05,0.1464400738477707,0.9289883375167847,0.16428203880786896
57,0.9459812641143799,6.400000711437315e-05,0.14759384095668793,0.9285019636154175,0.1640625149011612
58,0.9471971988677979,6.400000711437315e-05,0.14606159925460815,0.9288667440414429,0.16346709430217743
59,0.9466500282287598,6.400000711437315e-05,0.14614619314670563,0.9283803701400757,0.16492263972759247
60,0.9475924372673035,6.400000711437315e-05,0.14589020609855652,0.9288667440414429,0.1642325073480606
61,0.9473492503166199,6.400000711437315e-05,0.14633265137672424,0.9293531179428101,0.16349390149116516
62,0.9479876160621643,2.5600002118153498e-05,0.14512257277965546,0.9292315244674683,0.1631852239370346
63,0.9463156461715698,2.5600002118153498e-05,0.14603886008262634,0.9298394918441772,0.16295741498470306
64,0.9485651850700378,2.5600002118153498e-05,0.1451711356639862,0.9294747114181519,0.1630774438381195
65,0.9480788111686707,2.5600002118153498e-05,0.14523762464523315,0.9304474592208862,0.16310201585292816
66,0.9497507214546204,2.5600002118153498e-05,0.14420703053474426,0.9291099309921265,0.16334012150764465
67,0.9482612013816833,1.0240000847261399e-05,0.1448984295129776,0.930569052696228,0.16289137303829193
68,0.9486867785453796,1.0240000847261399e-05,0.14393554627895355,0.9293531179428101,0.16305898129940033
69,0.9496291279792786,1.0240000847261399e-05,0.1434222012758255,0.929961085319519,0.1629776656627655
70,0.9490819573402405,4.09600033890456e-06,0.144757941365242,0.9303258657455444,0.16295380890369415
71,0.9482308030128479,4.09600033890456e-06,0.1447627991437912,0.9303258657455444,0.16283276677131653
